,Country,no_of_stars,name,city,cuisine
0,Japan,1,Akiyama,Tottori,Japanese
1,Japan,1,Hakushu Suzunoki,Tottori,Japanese
2,Japan,1,Jun,Tottori,Japanese
3,Japan,1,Shusai Kikyoya,Tottori,Japanese
0,Japan,2,Kaniyoshi,Tottori,Crab Specialities
1,Japan,2,Mitsuki,Tottori,Japanese
0,Japan,1,Ajiyoshi,Hiroshima,Japanese
1,Japan,1,AmiralNEW,Hiroshima,French
2,Japan,1,Chiso Sottaku ItoNEW,Hiroshima,Japanese
3,Japan,1,Fukumasa,Hiroshima,Fugu
4,Japan,1,Hanao,Hiroshima,Japanese
5,Japan,1,Issai,Hiroshima,Japanese
6,Japan,1,Kappo HakutakaNEW,Hiroshima,Japanese
7,Japan,1,Kappo Higashiyama,Hiroshima,Japanese
8,Japan,1,Kitaoka,Hiroshima,Japanese
9,Japan,1,Kiyo Courage,Hiroshima,French
10,Japan,1,Kodama,Hiroshima,Japanese
11,Japan,1,Le Jardin Gourmand,Hiroshima,French
12,Japan,1,Le K2NEW,Hiroshima,French
13,Japan,1,Le Miroir,Hiroshima,French
14,Japan,1,Mille,Hiroshima,French
15,Japan,1,Obanzai Kimura,Hiroshima,Obanzai
16,Japan,1,OkumuraNEW,Hiroshima,Japanese
17,Japan,1,OmaeNEW,Hiroshima,Japanese
18,Japan,1,Oryori Sazanka,Hiroshima,Japanese
19,Japan,1,Ozawa,Hiroshima,French
20,Japan,1,Sushi SoboNEW,Hiroshima,Sushi
21,Japan,1,Sushidokoro Hitoshi,Hiroshima,Sushi
22,Japan,1,Takotsubo,Hiroshima,Japanese
23,Japan,1,Tempura Tenko Honten,Hiroshima,Tempura
24,Japan,1,Teuchisoba Esora,Hiroshima,Soba
25,Japan,1,Yashu TakuNEW,Hiroshima,Japanese
26,Japan,1,YoshizushiNEW,Hiroshima,Sushi
27,Japan,1,Yuzen IshiokaNEW,Hiroshima,Japanese
28,Japan,1,l'ErmitaNEW,Hiroshima,Spanish
0,Japan,2,Hiroto,Hiroshima,French
1,Japan,2,Ryoriya ShogetsuanNEW,Hiroshima,Japanese
2,Japan,2,Ryoriya SobikiNEW,Hiroshima,Japanese
3,Japan,2,Tokaan,Hiroshima,Japanese
0,Japan,3,Nakashima,Hiroshima,Japanese
0,Japan,1,Akakichi,Ehime,Sushi
1,Japan,1,Chisoya Kono,Ehime,Izakaya
2,Japan,1,Iyo Okina,Ehime,Soba
3,Japan,1,Kaiseki Okayama,Ehime,Japanese
4,Japan,1,Kiyomizu,Ehime,Japanese
5,Japan,1,Shinoda,Ehime,Japanese
6,Japan,1,Soan Tanaka,Ehime,Japanese
7,Japan,1,Sosakuryori Kawahara,Ehime,Japanese
8,Japan,1,Sushi Ino,Ehime,Sushi
0,Japan,2,Kurumasushi,Ehime,Sushi
1,Japan,2,Sushinoma,Ehime,Sushi
0,Japan,1,Aji Takebayashi,Fukuoka,Japanese
1,Japan,1,ArénaNEW,Fukuoka,French
2,Japan,1,Asuke,Fukuoka,Sushi
3,Japan,1,Au Goût du Jour Merveille Hakata,Fukuoka,French
4,Japan,1,Hakata Izumi,Fukuoka,Fugu
5,Japan,1,HananokiNEW,Fukuoka,French
6,Japan,1,Hiramatsu Hakata,Fukuoka,French
7,Japan,1,Ippongi IshibashiNEW,Fukuoka,Japanese
8,Japan,1,KikuzushiNEW,Fukuoka,Sushi
9,Japan,1,Kyu Katsue,Fukuoka,Japanese
10,Japan,1,L'Eau BlancheNEW,Fukuoka,French
11,Japan,1,La Maison de la Nature GohNEW,Fukuoka,French
12,Japan,1,Le Gingembre,Fukuoka,French
13,Japan,1,Le Marchand de BonheurNEW,Fukuoka,French
14,Japan,1,Maison Lafite,Fukuoka,French
15,Japan,1,Mujinzo,Fukuoka,Japanese
16,Japan,1,NagaokaNEW,Fukuoka,Japanese
17,Japan,1,Nishimura Takahito La Cuisine CréativitéNEW,Fukuoka,Fusion
18,Japan,1,Nishinakasu Shiranita,Fukuoka,Japanese
19,Japan,1,Oryori Matsuyama,Fukuoka,Japanese
20,Japan,1,Ryotei Okazaki,Fukuoka,Japanese
21,Japan,1,Saint-EmilionNEW,Fukuoka,French
22,Japan,1,Sakana GiyamanNEW,Fukuoka,Japanese
23,Japan,1,Shirogane NishidaNEW,Fukuoka,Japanese
24,Japan,1,SokateiNEW,Fukuoka,French
25,Japan,1,SolaNEW,Fukuoka,French
26,Japan,1,SourireNEW,Fukuoka,French
27,Japan,1,Sushi GosuianNEW,Fukuoka,Sushi
28,Japan,1,Sushi KarashimaNEW,Fukuoka,Sushi
29,Japan,1,Sushi KotokuNEW,Fukuoka,Sushi
30,Japan,1,Sushi Kubota,Fukuoka,Sushi
31,Japan,1,Sushi Kuma,Fukuoka,Sushi
32,Japan,1,Sushi SoejimaNEW,Fukuoka,Sushi
33,Japan,1,Sushi Takao,Fukuoka,Sushi
34,Japan,1,Sushi Takemoto,Fukuoka,Sushi
35,Japan,1,Sushi Taro,Fukuoka,Sushi
36,Japan,1,Sushi Tsubasa,Fukuoka,Sushi
37,Japan,1,Sushi Yoshida,Fukuoka,Sushi
38,Japan,1,Tashima,Fukuoka,Japanese
39,Japan,1,Tempura Tenko,Fukuoka,Tempura
40,Japan,1,Tenzushi Kyomachiten,Fukuoka,Sushi
41,Japan,1,TobiumeNEW,Fukuoka,Japanese
42,Japan,1,Toricho Jinroku,Fukuoka,Sushi
43,Japan,1,TtoahisuNEW,Fukuoka,French
44,Japan,1,Utsuwaryori Sano,Fukuoka,Japanese
45,Japan,1,Yachiyo ShikanNEW,Fukuoka,Japanese
0,Japan,2,Aburayama Sanso,Fukuoka,Fugu
1,Japan,2,Chakaiseki Nakahan,Fukuoka,Japanese
2,Japan,2,Chiso Nakamura,Fukuoka,Japanese
3,Japan,2,Ebisudo,Fukuoka,Japanese
4,Japan,2,Edomaezushi Nikaku,Fukuoka,Sushi
5,Japan,2,ImotoNEW,Fukuoka,Japanese
6,Japan,2,Oryori FurukawaNEW,Fukuoka,Japanese
7,Japan,2,Oryori Sato,Fukuoka,Japanese
8,Japan,2,Ryotei Sagano,Fukuoka,Japanese
9,Japan,2,Tokimune,Fukuoka,Japanese
0,Japan,3,Sushi Gyoten,Fukuoka,Sushi
1,Japan,3,Sushi Sakai,Fukuoka,Sushi
0,Japan,1,Amegen,Saga,Japanese
1,Japan,1,ArutokoroNEW,Saga,Japanese
2,Japan,1,HirataNEW,Saga,Japanese
3,Japan,1,KawashimaNEW,Saga,Japanese
4,Japan,1,Kira Honten,Saga,Teppanyaki
5,Japan,1,Sushi Tamon,Saga,Sushi
6,Japan,1,Tempura Minematsu,Saga,Tempura
7,Japan,1,Y's Kitchen,Saga,Italian
8,Japan,1,Yaowa,Saga,Japanese
9,Japan,1,Yoryutei,Saga,Japanese
0,Japan,2,Sushidokoro Tsukuta,Saga,Sushi
0,Japan,1,1er Cru,Nagasaki,French
1,Japan,1,Aya,Nagasaki,Sushi
2,Japan,1,Harbor Terrace Sasebo Geihinkan,Nagasaki,French
3,Japan,1,Impeccable,Nagasaki,French
4,Japan,1,Koryori Fujio,Nagasaki,Japanese
5,Japan,1,Pesceco,Nagasaki,Italian
6,Japan,1,Sushi Dejima,Nagasaki,Sushi
7,Japan,1,Taki,Nagasaki,Japanese
8,Japan,1,Villa del Nido,Nagasaki,Italian
9,Japan,1,Washoku Horita,Nagasaki,Japanese
0,Japan,2,Agedashi Tempura Tenhiro,Nagasaki,Tempura
1,Japan,2,Itamaeryori Doyama,Nagasaki,Japanese
0,Japan,1,Haru,Kumamoto,Teppanyaki
1,Japan,1,Il Casino,Kumamoto,Italian
2,Japan,1,Nene,Kumamoto,Japanese
3,Japan,1,Oden Matsumura,Kumamoto,Oden
4,Japan,1,Osteria da Rubacuore,Kumamoto,Italian
5,Japan,1,Saikaido Tokitoki,Kumamoto,Japanese
6,Japan,1,Sushi Nakamura,Kumamoto,Sushi
7,Japan,1,Sushi Taito,Kumamoto,Sushi
8,Japan,1,Waraku Shunsai Kinon,Kumamoto,Japanese
9,Japan,1,Yakkosushi,Kumamoto,Sushi
10,Japan,1,Yoshokunomise Hashimoto,Kumamoto,Yoshoku
0,Japan,2,Rurikon,Kumamoto,Japanese
1,Japan,2,Shinyashiki Kofukuron,Kumamoto,Japanese
2,Japan,2,Sushi Sempachi,Kumamoto,Sushi
0,Japan,1,Aji Arai,Oita,Japanese
1,Japan,1,Chikushitei,Oita,Japanese
2,Japan,1,Corque,Oita,French
3,Japan,1,Ichigoichie,Oita,Japanese
4,Japan,1,Oita Hanasansho,Oita,Japanese
5,Japan,1,Oshokujidokoro Hiramatsu,Oita,Japanese
0,Japan,2,Kikusaiko,Oita,Japanese
1,Japan,2,Oryori Hatano,Oita,Japanese
0,Japan,1,Chimatsushima,Miyagi,Japanese
1,Japan,1,Manmi Takahashi,Miyagi,Japanese
2,Japan,1,Nacrée,Miyagi,French
3,Japan,1,Nihonryori e.,Miyagi,Japanese
4,Japan,1,Okamezushi,Miyagi,Sushi
5,Japan,1,Okazaki Kasugamachi,Miyagi,Japanese
6,Japan,1,Okazaki Nishikoenmae,Miyagi,Japanese
7,Japan,1,Rintaro,Miyagi,Japanese
8,Japan,1,Shunnoaji Hanaita,Miyagi,Japanese
9,Japan,1,Sushi Enami,Miyagi,Sushi
10,Japan,1,Teryori Kikuchi,Miyagi,Japanese
0,Japan,2,Sushi Yui,Miyagi,Sushi
